file,url,status,words_before,words_after,diagnosis
2026-02-20-real-test-ai-roadmap-nation.md,https://nation.africa/kenya/blogs-opinion/blogs/real-test-lies-ahead-for-kenya-s-new-ai-roadmap-5366664,full,623,878,ambiguous | http 403
2026-02-21-cbl-epayment-2025-stats-313bn-alwasat.md,https://alwasat.ly/news/libya/509053,full,126,708,likely-summary
2026-02-21-fibre-optic-rollout-dar-compliance-concerns.md,https://www.thecitizen.co.tz/tanzania/news/national/fibre-optic-infrastructure-roll-out-in-dar-raises-compliance-concerns-5366136,full,259,793,likely-summary
2026-02-22-home-affairs-resumes-id-card-production.md,https://independentnews.co.sz/41508/news/home-affairs-resumes-id-card-production/,full,275,451,likely-summary
2026-02-23-ndpc-probes-schools-data-privacy.md,https://itweb.africa/article/nigeria-probes-schools-over-data-privacy-compliance/JBwErvn38R576Db2,full,91,373,likely-summary
2026-02-23-techafricanews-sonatel-2africa-cable.md,https://techafricanews.com/2026/02/23/sonatel-commissions-2africa-submarine-cable-africas-largest-connectivity-project/,full,155,415,likely-summary
2026-02-24-airtel-uganda-2025-results-data-overtakes-voice.md,https://itweb.africa/article/airtel-uganda-hits-124m-as-data-sales-overtake-voice/6GxRKqYQe5Xqb3Wj,full,157,499,likely-summary
2026-02-25-somalia-national-job-portal-dpi.md,https://www.hiiraan.com/news4/2026/Feb/204522/somalias_national_job_portal_becomes_a_test_case_for_digital_public_infrastructure_dpi.aspx,full,389,1714,likely-summary
2026-02-25-timeline-sa-national-ai-policy.md,https://www.itweb.co.za/article/timeline-for-sas-national-ai-policy-revealed/Pero3qZ3zEXvQb6m,full,1072,1132,likely-verbatim
2026-02-26-lesoleil-internet-satellite-decisions-gouvernement.md,https://lesoleil.sn/actualites/societe-fait-divers/internet-par-satellite-les-decisions-fortes-du-gouvernement/,full,205,701,likely-summary
2026-02-26-r3bn-sa-connect.md,https://www.businessday.co.za/economy/2026-02-26-government-allocates-r3bn-for-sa-connect-digital-push/,full,750,755,likely-verbatim
2026-02-27-pdpo-whatsapp-meta-cross-border-ruling.md,https://www.newvision.co.ug/category/blogs/why-whatsapp-has-been-directed-to-stop-proces-NV_228898_052026,full,219,803,likely-summary
2026-02-27-rbz-cuts-bank-charges-expands-zipit-limits.md,https://www.newsday.co.zw/local-news/article/200052094/rbz-cuts-limits-bank-charges-expands-mobile-and-zipit-limits,full,201,1005,likely-summary
2026-02-27-somalia-electronic-immunization-register.md,https://www.hiiraan.com/national4/2026/Feb/204540/somalia_expands_digital_public_infrastructure_dpi_for_child_immunization_in_mogadishu_.aspx,full,244,1855,ambiguous
2026-03-02-unified-chambers-of-commerce-digital-system-libyaherald.md,https://libyaherald.com/2026/03/unified-chambers-of-commerce-digital-system-launched-to-develop-electronic-services-within-libyas-chambers-of-commerce,full,120,756,likely-summary
2026-03-03-cbl-record-epayment-qr-launch-alwasat.md,https://alwasat.ly/news/libya/510123,full,107,915,likely-summary
2026-03-03-mocti-qhala-civil-servants-ai-cyber-training.md,https://mocti.gov.sl/mocti-and-partners-train-civil-servants-on-cybersecurity-artificial-intelligence-and-emerging-technologies/,full,164,455,likely-summary
2026-03-04-instapay-16m-users-4-2tn-ahram.md,https://gate.ahram.org.eg/News/5541984.aspx,failed,103,16,likely-summary | extract too short | extract too short | extract too short
2026-03-04-nct-bayobab-national-backbone-fiber-techreviewafrica.md,https://techreviewafrica.com/news/4204/nct-south-sudan-and-bayobab-collaborate-to-roll-out-national-backbone-fiber-network-project,full,207,338,likely-summary
2026-03-05-cassava-national-sovereign-cloud.md,https://techafricanews.com/2026/03/05/cassava-technologies-launches-national-sovereign-cloud-to-power-ai-for-governments/,full,73,405,likely-summary
2026-03-05-ncc-4-hour-cyber-incident-reporting-crf.md,https://techafricanews.com/2026/03/05/ncc-mandates-4-hour-cyber-incident-reporting-for-telecom-operators/,full,74,452,likely-summary
2026-03-05-somalia-biometric-id-mandatory-inter-state-travel.md,https://www.biometricupdate.com/202603/somalia-makes-biometric-digital-id-mandatory-for-inter-state-travel,full,193,958,likely-summary
2026-03-06-bceao-six-acteurs-pi-spi-togo.md,https://www.togofirst.com/fr/finance/0603-18394-bceao-six-acteurs-autorises-a-ouvrir-au-public-les-services-de-paiement-instantane-au-togo,full,169,968,likely-summary
2026-03-06-cbl-mandates-epayments-state-revenue-fx-cut-libyaherald.md,https://libyaherald.com/2026/03/aldabaiba-government-and-cbl-take-further-actions-to-encourage-increased-e-payments-use-cbl-reduces-new-fx-bureaux-commission,full,94,1149,likely-summary
2026-03-06-nation-starlink-cleared-for-takeoff.md,https://www.nation.sc/articles/29683/starlink-cleared-for-takeoff-in-seychelles,full,122,186,likely-summary
2026-03-06-tnm-third-data-centre-volte-itweb.md,https://itweb.africa/article/tnm-malawi-mulls-third-datacentre-as-it-rolls-out-launches-volte-service/KzQenMjy9zY7Zd2r,full,126,351,likely-summary
2026-03-07-menastartupdigest-ooredoo-walletii-license.md,https://menastartupdigest.com/ooredoo-fintech-secures-license-to-launch-digital-wallet-in-tunisia/,full,237,816,likely-summary
2026-03-09-connectingafrica-free-internet-cyber-risks.md,https://www.connectingafrica.com/cybersecurity/senegal-s-free-internet-plan-could-pose-cybersecurity-risks,full,176,977,likely-summary
2026-03-09-somalia-launches-somcirt.md,https://www.wearetech.africa/en/fils-uk/news/public-management/somalia-strengthens-cyber-defenses-with-launch-of-national-incident-response-center,full,195,623,likely-summary
2026-03-09-techafricanews-ethio-telecom-chad-mwc-barcelona.md,https://techafricanews.com/2026/03/09/ethio-telecom-and-chad-explore-digital-infrastructure-partnership-at-mwc-barcelona/,full,228,406,likely-summary
2026-03-09-telecomreviewafrica-north-africa-digital-generation.md,https://www.telecomreviewafrica.com/articles/features/28394-whats-behind-north-africas-digital-generation-tunisia/,full,247,927,likely-summary
2026-03-10-egypt-moieg-pass-selfie-biometrics-pilot-biometricupdate.md,https://www.biometricupdate.com/202603/egypt-pilots-selfie-biometrics-to-streamline-access-to-digital-govt-services,full,124,1017,likely-summary
2026-03-10-govt-ordered-table-directives-pre-election-shutdown.md,https://www.newvision.co.ug/category/news/govt-ordered-to-table-directives-behind-pre-e-NV_229569_062026,full,218,788,likely-summary
2026-03-10-ssra-digital-first-tax-strategy-onecitizendaily.md,https://www.onecitizendaily.com/index.php/2026/03/10/south-sudan-tax-digital-first-strategy-to-combat-revenue-leakages/,full,246,877,likely-summary
2026-03-11-cbl-allows-foreigners-ewallets-circular-alwasat.md,https://alwasat.ly/news/libya/511044,full,89,813,likely-summary
2026-03-11-dpi-strategy-launch-newtimes.md,https://www.newtimes.co.rw/article/34011/news/featured/rwanda-launches-digital-public-infrastructure-strategy-to-power-citizen-services-ai,failed,995,58,likely-verbatim | extract too short | extract too short | extract too short
2026-03-12-cbn-automated-aml-baseline-standards.md,https://techafricanews.com/2026/03/12/cbn-mandates-automated-aml-systems-across-nigerian-financial-institutions/,full,76,652,likely-summary
2026-03-12-govt-crafts-national-ai-strategy.md,https://www.newvision.co.ug/category/science/govt-crafts-national-strategy-to-harness-ai-o-NV_229746_062026,full,160,875,likely-summary
2026-03-12-kenya-rwanda-fintech-licence-passporting-techcabal.md,https://techcabal.com/2026/03/12/fintechs-expanding-between-kenya-and-rwanda-may-soon-need-one-licence/,full,435,608,likely-summary
2026-03-13-fintech-centre-sets-stage-itweb.md,https://itweb.africa/article/rwandas-fintech-centre-sets-the-stage-for-growth/mYZRX79gzjLqOgA8,full,304,369,ambiguous
2026-03-13-hospitals-at-risk-ai-without-cyber-safeguards.md,https://www.thecitizen.co.tz/tanzania/news/national/hospitals-at-risk-as-tanzania-adopts-ai-without-proper-cyber-safeguards-5389622,full,276,609,likely-summary
2026-03-13-mtn-uganda-2025-results-data-fintech-growth.md,https://itweb.africa/article/mtn-uganda-data-fintech-push-fuels-double-digit-growth/O2rQGqAEQYnqd1ea,full,126,553,likely-summary
2026-03-13-natca-spectrum-pricing-mwc-barcelona.md,https://sierraloaded.sl/news/natca-boss-rural-network-expansion-global/,full,180,1032,likely-summary
2026-03-13-service-uganda-centre-construction-gulu.md,https://www.newvision.co.ug/category/business/construction-of-sh4b-service-uganda-centre-be-NV_229820_062026,full,143,659,likely-summary
2026-03-16-ai-strategy-mandates-local-storage.md,https://technomag.co.zw/new-ai-strategy-mandates-local-storage-for-national-data/,full,201,561,likely-summary
2026-03-16-ecofin-ansice-cybersecurity-agency-reform.md,https://www.ecofinagency.com/news-digital/1603-53795-chad-approves-reform-strengthening-national-cybersecurity-agency,full,265,1292,likely-summary
2026-03-16-mnangagwa-launches-five-year-ai-strategy.md,https://itweb.africa/article/zimbabwe-unveils-five-year-strategy-for-ai-innovation/PmxVEMKELYkvQY85,full,223,650,ambiguous
2026-03-16-musenero-launches-national-ai-research-cloud.md,https://www.newvision.co.ug/category/science/minister-musenero-launches-national-ai-resear-NV_229938_032026,full,189,868,likely-summary
2026-03-16-namibia-expedites-electronic-ids-issuance-itweb.md,https://itweb.africa/article/namibia-expedites-electronic-ids-issuance/j5alr7QApo87pYQk,full,165,292,likely-summary
2026-03-16-serikali-kupeleka-wanafunzi-nje-kusomea-ai.md,https://www.mwananchi.co.tz/mw/habari/kitaifa/serikali-kuendelea-kupeleka-wanafunzi-nje-kusomea-ai-5392884,full,181,789,likely-summary
2026-03-17-constitutional-court-nullifies-computer-misuse-act.md,https://www.newvision.co.ug/category/news/constitutional-court-nullifies-key-computer-m-NV_230010_042026,full,183,449,likely-summary
2026-03-17-egypt-sinai-hyperscale-data-centre-renergy-ahram.md,https://gate.ahram.org.eg/News/5579894.aspx,failed,131,14,likely-summary | TimeoutError | extract too short | extract too short
2026-03-17-itu-dfs-security-lab-eyeradio.md,https://www.eyeradio.org/south-sudan-boosts-mobile-payment-security-with-itu-dfs-lab-training/,full,183,879,likely-summary
2026-03-18-assabah-tunisie-telecom-kashy-wallet.md,https://www.assabahnews.tn/ar/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%A4%D8%B3%D8%B3%D8%A7%D8%AA/142463-%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D8%AA%D9%88%D9%86%D8%B3-%D8%AA%D8%B7%D9%84%D9%82-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D9%87%D8%A7-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF-%D9%84%D9%84%D8%AF%D9%81%D8%B9-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-%D8%A7%D9%84%D8%AC%D9%88%D8%A7%D9%84-%D9%83%D8%A7%D8%B4%D9%8A,full,254,1555,likely-summary
2026-03-18-brokers-of-citizenship-digital-id.md,https://www.biometricupdate.com/202603/sierra-leones-brokers-of-citizenship-recognized-in-digital-identification-project,full,226,1167,likely-summary
2026-03-18-togo-comptes-monnaie-electronique-progression.md,https://www.togofirst.com/fr/finance/1803-18503-togo-le-nombre-de-comptes-de-monnaie-electronique-a-progresse-de-76-87-en-un-an,full,179,1011,likely-summary
2026-03-19-ai-capacity-building-cdo-techafricanews.md,https://techafricanews.com/2026/03/19/government-of-rwanda-deepens-ai-strategy-through-capacity-building-initiative/,full,232,329,likely-summary
2026-03-19-data-protection-africas-default-ai-policy-tool.md,https://techcabal.com/2026/03/19/why-data-protection-has-become-africas-default-ai-policy-tool/,full,452,1337,likely-verbatim
2026-03-19-lesoleil-new-deal-un-an-apres.md,https://lesoleil.sn/actualites/economie/un-an-apres-son-lancement-le-new-deal-technologique-commence-a-germer/,full,162,723,likely-summary
2026-03-19-water-policy-data-centres-newtimes.md,https://www.newtimes.co.rw/article/34190/news/technology/why-rwanda-needs-a-waterpolicy-for-data-centres-now,failed,797,42,likely-verbatim | extract too short | extract too short | extract too short
2026-03-20-mpesa-stop-sharing-phone-numbers-techcabal.md,https://techcabal.com/2026/03/20/m-pesa-to-stop-sharing-full-phone-numbers-with-merchants-banks-by-end-of-2026/,full,562,815,ambiguous
2026-03-22-build-ai-ecosystem-before-infrastructure-mauritiustimes.md,https://www.mauritiustimes.com/mt/why-mauritius-must-build-an-ai-ecosystem-before-an-ai-infrastructure/,full,169,1082,likely-summary
2026-03-23-finland-nigeria-cyber-digitalisation-mou.md,https://itweb.africa/article/finland-nigeria-seal-cyber-pact/KzQenvjywBOqZd2r,full,73,422,likely-summary
2026-03-23-high-court-phone-numbers-digital-id-biometricupdate.md,https://www.biometricupdate.com/202603/kenyan-high-court-ruling-recognizes-phone-numbers-as-digital-id,full,379,903,likely-summary
2026-03-24-cran-rejects-starlink-licence-namibian.md,https://www.namibian.com.na/cran-rejects-starlink-licence/,full,193,450,likely-summary
2026-03-24-lesoleil-sonko-projets-structurants.md,https://lesoleil.sn/actualites/technologie/numerique-ousmane-sonko-lance-les-projets-structurants-du-new-deal-technologique/,full,186,924,likely-summary
2026-03-24-nigeria-470m-ai-surveillance-spend.md,https://itweb.africa/article/nigeria-leads-africa-in-470m-ai-surveillance-spend/RgeVDvPRePyMKJN3,full,105,490,likely-summary
2026-03-24-varsity-led-plan-respond-ai-threats.md,https://www.thecitizen.co.tz/tanzania/news/national/inside-varsity-led-plan-to-respond-to-ai-threats-5400982,full,294,802,likely-summary
2026-03-25-hayo-expands-rwanda-techafricanews.md,https://techafricanews.com/2026/03/25/hayo-expands-to-rwanda-to-power-digital-growth-with-voice-messaging-and-esim-solutions/,full,391,603,likely-summary
2026-03-26-dmap-90-telecom-towers-rural-connectivity-techafricanews.md,https://techafricanews.com/2026/03/26/malawi-moves-to-expand-rural-connectivity-with-90-new-telecom-towers/,full,141,380,likely-summary
2026-03-26-ecitizen-22000-services-audit-techafricanews.md,https://techafricanews.com/2026/03/26/ecitizen-grows-to-22000-services-as-kenya-briefs-parliament-on-digital-platform-audit/,full,441,520,likely-summary
2026-03-26-ecitizen-revenue-46m-daily-itweb.md,https://itweb.africa/article/kenyas-ecitizen-revenue-hits-46m-daily/nWJadMbNw1wMbjO1,full,315,424,likely-summary
2026-03-26-govt-sets-2027-deadline-digital-id-newtimes.md,https://www.newtimes.co.rw/article/34398/news/technology/govt-sets-2027-deadline-for-full-shift-to-digital-id,failed,407,53,likely-verbatim | extract too short | extract too short | extract too short
2026-03-26-payshap-conflict-of-interest.md,https://techcentral.co.za/the-conflict-of-interest-at-the-heart-of-payshaps-slow-adoption/279494/,full,740,1052,likely-summary
2026-03-26-pdmfi-120-jeunes-outils-numeriques-inclusion-financiere.md,https://lendjampost.com/tchad-120-jeunes-a-la-maitrise-des-outils-numeriques-et-a-la-sensibilisation-a-linclusion-financiere/,full,213,639,likely-summary
2026-03-26-world-bank-cybersecurity-data-protection-support-techafricanews.md,https://techafricanews.com/2026/03/26/malawi-secures-world-bank-backing-to-strengthen-cybersecurity-and-data-protection-frameworks/,full,142,343,likely-summary
2026-03-27-biometricupdate-e-senegal-portal.md,https://www.biometricupdate.com/202603/senegal-launches-digital-government-portal-to-ease-access-to-public-services,full,155,849,likely-summary
2026-03-27-cst-inaugura-antena-agua-ize.md,https://rstp.st/2026/03/27/cst-inaugura-antena-de-telecomunicacao-em-agua-ize-para-reforco-de-cobertura-nacional/,full,315,646,likely-summary
2026-03-27-nitda-takes-over-ngea-koica.md,https://techafricanews.com/2026/03/27/nitda-takes-over-nigeria-government-enterprise-architecture-in-major-digital-governance-milestone/,full,61,452,likely-summary
2026-03-27-potraz-warning-unlicensed-data-controllers.md,https://technomag.co.zw/potraz-issues-warning-to-unlicensed-data-controllers-as-compliance-deadline-lapses/,full,197,537,likely-summary
2026-03-27-starlink-to-appeal-namibia-licence-rejection-namibian.md,https://www.namibian.com.na/starlink-to-appeal-namibias-licence-rejection/,full,132,343,likely-summary
2026-03-27-world-bank-findex-ugandans-phones-loans.md,https://www.newvision.co.ug/category/business/world-bank-more-ugandans-turn-to-phones-for-l-NV_230691_062026,full,138,563,likely-summary
2026-03-28-inic-lanca-portal-do-cidadao.md,https://rstp.st/2026/03/28/inic-celebra-18o-aniversario-com-lancamento-da-plataforma-portal-do-cidadao/,full,348,563,likely-summary
2026-03-30-gaci-digital-economy-vision-com2026-tangier-libyaherald.md,https://libyaherald.com/2026/03/general-authority-for-communications-and-informatics-presents-strategic-vision-for-libyas-digital-economy-at-tangiers-58th-com-2026-session,full,100,689,likely-summary
2026-03-30-mobile-money-k38tn-2025-nps-report-times.md,https://times.mw/k38tn-transacted-via-mobile-money/,full,154,545,likely-summary
2026-03-30-races-to-meet-2027-deadline-biometricupdate.md,https://www.biometricupdate.com/202603/rwanda-races-to-meet-2027-deadline-for-digital-id-rollout,full,544,1085,likely-summary
2026-03-30-statssa-ransomware-attack.md,https://centralnews.co.za/statistics-south-africa-hit-by-ransomware-attack-hackers-claim-theft-of-450000-files/,failed,995,0,likely-summary | extract too short | extract too short | extract too short
2026-03-31-connecting-812-schools-edtech-ktpress.md,https://www.ktpress.rw/2026/03/connecting-the-remaining-812-schools-takes-centre-stage-at-edtech-mondays-dialogue/,full,615,776,likely-verbatim
2026-03-31-egypt-sap-cloud-ai-outsourcing-techafricanews.md,https://techafricanews.com/2026/03/31/egypt-and-sap-deepen-ties-to-boost-ai-cloud-and-outsourcing-growth/,full,82,507,likely-summary
2026-03-31-orange-money-mastercard-zenith.md,https://techafricanews.com/2026/03/31/orange-money-launches-mastercard-in-sierra-leone-with-zenith-bank-and-mastercard-partnership/,full,198,389,likely-summary
2026-03-31-ray-ban-meta-ai-glasses-probe-nation.md,https://nation.africa/kenya/news/kenya-joins-uk-us-in-probing-controversial-ray-ban-meta-ai-glasses-5408642,full,600,790,likely-verbatim | http 403
2026-03-31-starlink-says-cran-denial-unjustified-namibiansun.md,https://www.namibiansun.com/economics/starlink-says-cran-licence-denial-unjustified-nmh008818-1-10138,full,190,730,ambiguous
2026-04-01-ict-ministry-mou-un-health-china-ai-skills.md,https://www.newvision.co.ug/category/business/ministry-of-ict-signs-partnership-to-boost-yo-NV_231014_062026,full,137,510,likely-summary
2026-04-01-ppda-mandatory-e-procurement-maneps-malawi24.md,https://malawi24.com/2026/04/01/ppda-rolls-out-mandatory-e-procurement-system/,full,205,394,ambiguous
2026-04-01-somalia-cybersecurity-certification-program.md,https://www.wearetech.africa/en/fils-uk/news/somalia-rolls-out-certified-cybersecurity-program-for-government-ict-staff,full,219,565,likely-summary
2026-04-01-techafricanews-senegal-finland-cooperation.md,https://techafricanews.com/2026/04/01/senegal-and-finland-expand-cooperation-on-cybersecurity-digital-infrastructure-and-ai-development/,full,140,429,likely-summary
2026-04-01-virtual-assets-draft-law-techafricanews.md,https://techafricanews.com/2026/04/01/parliament-approves-draft-law-on-virtual-assets-as-rwanda-strengthens-digital-finance-rules/,full,263,364,likely-summary
2026-04-02-mae-digitalisation-services.md,https://www.togofirst.com/fr/tic/0204-18629-togo-le-ministere-des-affaires-etrangeres-amorce-la-digitalisation-de-ses-services,full,231,921,likely-summary
2026-04-02-moniepoint-enters-kenya-connectingafrica.md,https://www.connectingafrica.com/fintech/unicorn-fintech-moniepoint-enters-kenyan-market,full,489,957,likely-verbatim
2026-04-02-payshap-r100bn-national-payment-utility.md,https://clearingpost.com/insights/payshap-three-years-r100b-sarb-national-utility/,kept,487,329,likely-summary | stored longer (487)
2026-04-02-tanzania-itu-innovation-center-launch.md,https://www.biometricupdate.com/202604/tanzania-itu-innovation-center-to-drive-digital-transformation-set-for-launch,full,205,1063,likely-summary
2026-04-02-wearetech-cashi-sfi-ifc-paiements-numeriques.md,https://www.wearetech.africa/fr/fils/breves/breves-simple/la-fintech-cashi-s-allie-a-la-sfi-pour-accelerer-les-paiements-numeriques-au-tchad,full,91,364,likely-summary
2026-04-03-bceao-adhesion-pi-spi-30-juin.md,https://www.togofirst.com/fr/finance/0304-18641-la-bceao-fixe-au-30-juin-l-adhesion-des-operateurs-a-sa-plateforme-de-paiement-instantane-pi-spi,full,160,1015,likely-summary
2026-04-03-guichet-unique-cartographie-infrastructures-centipos.md,https://www.togofirst.com/fr/gouvernance-economique/0304-18635-togo-le-guichet-unique-de-cartographie-des-infrastructures-officiellement-lance,full,309,1099,likely-summary
2026-04-03-kenswitch-visa-national-switch-techcabal.md,https://techcabal.com/2026/04/03/kenswitch-visa-deal-stakes-kenya-payments-overhaul/,full,533,675,likely-verbatim | extract too short
2026-04-03-state-ai-curb-insecurity-nation.md,https://nation.africa/kenya/news/state-turns-to-ai-to-curb-insecurity-5410358,full,583,870,likely-verbatim | http 403
2026-04-03-tech-trends-data-sovereignty-lexpress.md,https://lexpress.mu/node/556263,failed,201,,likely-summary | http 403 | http 403 | http 403
2026-04-03-vodacom-tanzania-mpesa-fintech-2-platform.md,https://www.tanzaniainvest.com/telecoms/vodacom-new-mpesa-fintech-launch,full,174,1038,likely-summary
2026-04-07-govt-tightens-land-controls-blockchain-ai.md,https://www.newvision.co.ug/category/news/govt-tightens-land-controls-as-disputes-rise-NV_231369_062026,full,154,582,likely-summary
2026-04-07-ndpc-investigates-remita-sterling-breach.md,https://techafricanews.com/2026/04/07/ndpc-investigates-remita-and-sterling-bank-over-alleged-data-breach/,full,84,340,likely-summary
2026-04-07-title-deed-validation-reissuance-pilot-madzima.md,https://www.newzimbabwe.com/legal-discussions-with-vengai-madzima-title-deed-validation-and-reissuance-pilot-programme-of-zimbabwe/,full,275,1143,likely-summary | http 403
2026-04-08-gsh-acquire-akiba-tokenised-capital-markets.md,https://techcabal.com/2026/04/08/global-settlement-holdings-to-acquire-majority-stake-in-akiba/,full,208,837,likely-summary
2026-04-09-lesoleil-connectivite-universelle-tournee.md,https://lesoleil.sn/actualites/technologie/connectivite-universelle-le-senegal-vise-1-million-de-beneficiaires-dinternet-gratuit-dici-fin-2026/,full,147,471,likely-summary
2026-04-10-communications-sector-surges-400pc.md,https://dailynews.co.tz/communications-sector-surges-400pc/,full,198,802,likely-summary
2026-04-10-former-minister-defends-google-mou.md,https://independentnews.co.sz/42282/business/former-minister-defends-google-mou-calls-for-calm-in-cabinet/,full,300,717,likely-summary
2026-04-10-ly-govrep-government-reporting-platform-activated-libyaherald.md,https://libyaherald.com/2026/04/government-reporting-platform-activated-as-a-unified-tool-for-monitoring-performance-and-measuring-achievement-levels-within-public-entities,full,117,615,likely-summary
2026-04-11-lesoleil-alioune-sall-kolda-starlink.md,https://lesoleil.sn/actualites/technologie/new-deal-technologique-alioune-sall-lance-loffensive-contre-la-fracture-numerique-a-kolda/,full,176,643,likely-summary
2026-04-11-yas-tanzania-hand-over-758-towers.md,https://www.thecitizen.co.tz/tanzania/business/yas-tanzania-partners-hand-over-major-digital-infrastructure-to-government-5420804,full,247,567,likely-summary
2026-04-12-national-ai-strategy-fair-guidelines-launch-lexpress.md,https://lexpress.mu/node/556638,failed,185,,likely-summary | http 403 | http 403 | http 403
2026-04-13-namibia-reports-37-surge-cyberattacks-2025-wearetech.md,https://www.wearetech.africa/en/fils-uk/news/tech/namibia-reports-37-surge-in-cyberattacks-in-2025,full,173,640,likely-summary
2026-04-13-the-real-google-problem-in-eswatini-is-not-the-mou.md,https://independentnews.co.sz/42365/opinion/the-real-google-problem-in-eswatini-is-not-the-mou/,full,358,1423,likely-summary
2026-04-14-afdb-200m-project-bridge-dvibe.md,https://www.connectingafrica.com/investment/afdb-approves-200m-towards-nigeria-s-fiber-expansion,full,111,720,likely-summary
2026-04-14-inforeg-788-breaches-q1.md,https://www.itweb.co.za/article/inforeg-raises-alarm-as-data-breaches-hit-788-in-q1/Pero3MZ3wzoqQb6m,full,760,737,likely-verbatim
2026-04-14-mixx-togo-pi-spi-uemoa.md,https://www.togofirst.com/fr/finance/1404-18708-mixx-togo-lance-les-paiements-et-virements-instantanes-dans-luemoa-via-la-plateforme-pi-spi,full,192,1079,likely-summary
2026-04-14-starlink-blocked-icasa-empowerment-pathway.md,https://www.citizen.co.za/news/south-africa/was-starlink-offered-empowerment-pathway-to-get-into-sa/,full,1029,1045,likely-verbatim
2026-04-15-recenseamento-automatico-fiscalizado-anpdp.md,https://www.telanon.info/politica/2026/04/15/52530/recenseamento-eleitoral-automatico-vai-ser-fiscalizado-pela-agencia-nacional-de-proteccao-de-dados-pessoais/,full,197,462,likely-summary
2026-04-15-stp-lanca-sistema-emissao-passaportes-sep-2-0.md,https://rstp.st/2026/04/15/stp-lanca-novo-sistema-de-emissao-de-passaportes-2-0-para-reforco-da-seguranca-e-eficiencia/,full,238,490,likely-summary
2026-04-16-rbm-national-payments-strategy-2026-2030-itweb.md,https://itweb.africa/article/malawi-unveils-digital-payments-roadmap/KPNG8v8NQLZM4mwD,full,148,345,likely-summary
2026-04-16-techafricanews-undp-senegal-mou.md,https://techafricanews.com/2026/04/16/undp-and-senegal-government-strengthen-ties-on-digital-development-agenda/,full,108,248,likely-summary
2026-04-17-d-clic-makers-tchad-jeunes-innovateurs.md,https://lendjampost.com/tchad-le-programme-d-clic-lance-une-nouvelle-generation-de-jeunes-innovateurs/,full,324,835,likely-summary
2026-04-17-econet-ai-launch-cassava-compute.md,https://www.techzim.co.zw/2026/04/econet-ai-is-here-and-its-more-than-those-yamurai-ads-weve-been-seeing/,failed,218,,likely-summary | http 426 | http 426 | http 426
2026-04-17-natca-hq-national-data-centre.md,https://www.slena.gov.sl/post/sierra-leone-s-president-julius-maada-bio-commissions-natca-hq-reinforces-commitment-to-digital-inn,full,176,504,likely-summary
2026-04-17-school-connectivity-unicef-giga-report-malawi24.md,https://malawi24.com/2026/04/17/malawi-schools-have-no-internet/,full,205,570,likely-summary
2026-04-18-nida-executes-national-id-expansion-project-ii.md,https://dailynews.co.tz/nida-executes-national-id-system-expansion-project-ii/,full,191,466,likely-summary
2026-04-19-egypt-child-national-id-biometric-registry-proposal-youm7.md,https://www.youm7.com/story/2026/4/19/%D8%A7%D9%84%D8%AA%D9%86%D8%B3%D9%8A%D9%82%D9%8A%D8%A9-%D8%AA%D8%B9%D9%82%D8%AF-%D9%88%D8%B1%D8%B4%D8%AA%D9%8A-%D8%B9%D9%85%D9%84-%D9%84%D9%85%D9%86%D8%A7%D9%82%D8%B4%D8%A9-%D9%85%D9%82%D8%AA%D8%B1%D8%AD-%D8%A5%D8%B5%D8%AF%D8%A7%D8%B1-%D8%A8%D8%B7%D8%A7%D9%82%D8%A9-%D8%B1%D9%82%D9%85-%D9%82%D9%88%D9%85%D9%8A/7382985,full,132,610,likely-summary
2026-04-19-fake-national-numbers-for-sale-alwasat.md,https://alwasat.ly/news/libya/515274,full,72,1974,likely-summary
2026-04-20-cpa-direct-marketing-optout-regs.md,https://www.polity.org.za/article/do-not-call-me-ill-call-you-south-africas-2026-cpa-amendment-regulations-operationalising-the-national-optout-regime-for-direct-marketing-and-shifting-daytoday-antispam-responsibility-to-the-national-consumer-commission-2026-04-20,failed,1000,,ambiguous | http 403 | http 403 | http 403
2026-04-20-fawry-1bn-fintech-profile-techcabal.md,https://techcabal.com/2026/04/20/how-fawry-built-a-profitable-fintech/,full,131,2952,likely-summary
2026-04-21-artao-ppp-haut-debit.md,https://www.togofirst.com/fr/telecoms/2104-18772-infrastructures-numeriques-ppp-la-cle-pour-accelerer-le-haut-debit-en-afrique-artao,full,264,1398,likely-summary
2026-04-21-au-protocol-digital-trade-boost-dpi-afcfta.md,https://www.biometricupdate.com/202604/au-protocol-on-digital-trade-expected-to-boost-dpi-in-africa-afcfta-sg,full,330,1289,ambiguous
2026-04-21-cbn-ncc-tirms-telecom-data-banks.md,https://techcabal.com/2026/04/21/new-cbn-ncc-opens-telecom-data-to-banks/,full,95,674,likely-summary
2026-04-21-digital-economy-systems-adoption-key-sectors.md,https://ippmedia.co.tz/the-guardian/business/read/digital-economys-systems-adoption-attracts-rapid-growth-in-key-sectors-2026-04-21-130330,full,213,2284,likely-summary
